Food,Carbs,Calories,Protein,Fat
"Babyfood, fruit, pears and pineapple, junior",11.4,114.0,0.3,0.2
"Babyfood, fruit, pears and pineapple, strained",10.9,106.5,0.3,0.1
"Babyfood, fruit, pears, junior",11.6,113.0,0.3,0.1
"Babyfood, fruit, pears, strained",10.8,108.0,0.3,0.2
"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior",20.5,192.0,0.1,0.0
"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained",19.7,184.0,0.1,0.0
"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior",18.7,181.5,0.6,0.1
"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained",18.5,180.0,0.6,0.1
"Babyfood, fruit, tutti frutti, junior",16.0,179.5,0.4,0.4
"Babyfood, fruit, tutti frutti, strained",15.48,171.5,0.4,0.3
"Babyfood, grape juice, no sugar, canned",15.38,159.5,0.0,0.0
"Babyfood, green beans and turkey, strained",5.35,133.0,4.1,1.5
"Babyfood, green beans, dices, toddler",5.7,76.0,1.2,0.2
"Babyfood, juice treats, fruit medley, toddler",86.68,900.5,0.0,0.02
"Babyfood, juice, apple",11.7,122.0,0.0,0.1
"Babyfood, juice, apple - cherry",11.2,122.0,0.2,0.1
"Babyfood, juice, apple and grape",11.34,120.0,0.1,0.2
"Babyfood, juice, apple and peach",10.5,111.0,0.2,0.1
"Babyfood, juice, apple and prune",18.1,187.5,0.2,0.1
"Babyfood, juice, apple, with calcium",11.1,118.5,0.06,0.1
"Babyfood, juice, apple-sweet potato",11.4,121.0,0.3,0.1
"Babyfood, juice, fruit punch, with calcium",12.7,135.0,0.2,0.1
"Babyfood, juice, mixed fruit",11.7,122.0,0.1,0.1
"Babyfood, juice, orange",10.2,115.5,0.6,0.3
"Babyfood, juice, orange and apple",10.1,111.5,0.4,0.2
"Babyfood, juice, orange and apple and banana",11.5,122.0,0.4,0.1
"Babyfood, juice, orange and apricot",10.9,119.0,0.8,0.1
"Babyfood, juice, orange and banana",11.9,129.5,0.7,0.1
"Babyfood, juice, orange and pineapple",11.7,124.5,0.5,0.1
"Babyfood, juice, orange-carrot",9.9,111.5,0.5,0.1
"Babyfood, juice, pear",11.86,111.0,0.0,0.0
"Babyfood, juice, prune and orange",16.8,181.5,0.6,0.3
"Babyfood, macaroni and cheese, toddler",11.2,213.0,3.5,2.6
"Babyfood, mashed cheddar potatoes and broccoli, toddlers",7.47,125.0,1.11,1.47
"Babyfood, meat, beef with vegetables, toddler",8.72,178.5,3.5,2.1
"Babyfood, meat, beef, junior",2.43,209.0,12.03,2.52
"Babyfood, meat, beef, strained",2.43,209.0,12.03,2.52
"Babyfood, meat, chicken sticks, junior",1.5,487.5,14.6,14.4
"Babyfood, meat, chicken, junior",0.0,379.0,14.0,9.6
"Babyfood, meat, chicken, strained",0.1,337.5,13.7,7.9
"Babyfood, meat, ham, junior",3.7,252.0,11.3,3.8
"Babyfood, meat, ham, strained",3.7,252.0,11.3,3.8
"Babyfood, meat, lamb, junior",0.0,290.0,15.2,5.2
"Babyfood, meat, lamb, strained",0.85,244.0,14.07,3.41
"Babyfood, meat, meat sticks, junior",1.1,477.0,13.4,14.6
"Babyfood, meat, pork, strained",0.0,321.0,14.0,7.1
"Babyfood, meat, turkey sticks, junior",1.4,487.5,13.7,14.2
"Babyfood, meat, turkey, junior",1.4,287.0,11.5,6.2
"Babyfood, meat, turkey, strained",1.4,287.0,11.5,6.2
"Babyfood, meat, veal, strained",1.51,209.0,13.12,2.45
"Babyfood, mixed fruit juice with low fat yogurt",14.68,192.0,2.4,0.8
"Babyfood, mixed fruit yogurt, strained",16.23,195.0,0.8,0.8
"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",74.1,1041.5,10.5,7.05
"Babyfood, peaches, dices, toddler",11.8,132.0,0.5,0.2
"Babyfood, pears, dices, toddler",13.6,147.5,0.3,0.1
"Babyfood, peas and brown rice",11.49,166.0,3.4,0.5
"Babyfood, peas, dices, toddler",10.3,166.0,3.9,0.8
"Babyfood, plums, bananas and rice, strained",12.7,147.5,1.1,0.3
"Babyfood, potatoes, toddler",11.73,134.5,1.0,0.1
"Babyfood, pretzels",82.2,1029.0,10.8,2.0
"Babyfood, prunes, without vitamin c, strained",23.52,259.0,1.0,0.2
"Babyfood, ravioli, cheese filled, with tomato sauce",16.3,256.5,3.6,2.2
"Babyfood, rice and apples, dry",86.89,1026.5,6.7,2.4
"Babyfood, rice cereal, dry, EARTHS BEST ORGANIC WHOLE GRAIN, fortified only with iron",78.06,1001.0,7.5,4.9
"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars",76.61,855.0,0.82,2.24
"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",71.82,986.0,14.29,4.0
"Babyfood, tropical fruit medley",12.22,120.0,0.31,0.14
"Babyfood, vegetable and brown rice, strained",12.1,179.0,1.9,1.5
"Babyfood, vegetable, butternut squash and corn",9.26,130.5,2.0,0.6
"Babyfood, vegetable, green beans and potatoes",9.0,160.5,2.2,1.9
"Babyfood, vegetables, beets, strained",7.7,88.0,1.3,0.1
"Babyfood, vegetables, carrots, junior",7.2,83.0,0.8,0.2
"Babyfood, vegetables, carrots, strained",6.0,67.5,0.8,0.1
"Babyfood, vegetables, corn, creamed, junior",16.25,168.5,1.4,0.4
"Babyfood, vegetables, corn, creamed, strained",14.1,147.5,1.4,0.4
"Babyfood, vegetables, garden vegetable, strained",6.8,82.0,2.3,0.2
"Babyfood, vegetables, green beans, junior",5.8,63.0,1.2,0.1
"Babyfood, vegetables, green beans, strained",6.29,69.5,1.2,0.17
"Babyfood, vegetables, mix vegetables junior",8.2,93.5,1.4,0.4
"Babyfood, vegetables, mix vegetables strained",8.25,93.0,1.0,0.5
"Babyfood, vegetables, peas, strained",8.36,130.5,3.27,0.43
"Babyfood, vegetables, spinach, creamed, strained",5.7,96.0,2.5,1.3
"Babyfood, vegetables, squash, junior",5.73,62.5,0.81,0.2
"Babyfood, vegetables, squash, strained",5.73,72.5,0.81,0.2
"Babyfood, vegetables, sweet potatoes strained",13.2,147.5,1.1,0.1
"Babyfood, vegetables, sweet potatoes, junior",14.0,156.0,1.1,0.1
"Babyfood, water, bottled, GERBER, without added fluoride",0.0,0.0,0.0,0.0
"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",13.22,254.5,3.4,3.53
"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified",13.0,238.5,3.05,3.08
Bacon and beef sticks,0.8,1341.0,29.1,44.2
"Bacon bits, meatless",28.6,1232.5,32.0,25.9
"Bacon, meatless",5.31,801.5,11.69,29.52
"Bacon, pre-sliced, reduced/low sodium, unprepared",0.83,1054.5,12.53,39.27
"Bacon, turkey, low sodium",4.8,655.0,13.33,20.0
"Bacon, turkey, microwaved",4.24,953.5,29.5,25.87
"Bacon, turkey, unprepared",1.89,585.0,15.94,16.93
"Bagels, cinnamon-raisin",55.2,710.0,9.8,1.7
"Bagels, cinnamon-raisin, toasted",59.3,762.0,10.6,1.8
"Bagels, egg",53.0,720.5,10.6,2.1
"Bagels, multigrain",47.47,624.0,9.9,1.24
"Bagels, oat bran",53.3,661.0,10.7,1.2
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",52.38,683.5,10.56,1.32
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted",57.39,744.0,11.14,1.43
"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",53.4,713.0,10.5,1.6
"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",53.4,713.0,10.5,1.6
"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",53.4,713.0,10.5,1.6
"Bagels, wheat",48.89,648.5,10.2,1.53
"Bagels, whole grain white",54.52,661.5,9.3,0.0
"Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits",68.4,1302.0,4.78,23.36
"Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Baking Bits",65.96,1340.0,4.44,26.15
"Baking chocolate, mexican, squares",77.41,1104.0,3.64,15.59
"Baking chocolate, unsweetened, liquid",36.2,1223.5,12.1,47.7
"Baking chocolate, unsweetened, squares",28.42,1663.5,14.32,52.31
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",6.16,84.0,3.6,0.2
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",6.68,89.0,3.6,0.2
"Balsam-pear (bitter gourd), leafy tips, raw",3.29,78.0,5.3,0.69
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",4.32,49.0,0.84,0.18
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",4.32,49.0,0.84,0.18
"Balsam-pear (bitter gourd), pods, raw",3.7,44.0,1.0,0.17
"Bamboo shoots, canned, drained solids",3.22,49.0,1.72,0.4
"Bamboo shoots, cooked, boiled, drained, with salt",1.52,28.5,1.53,0.22
"Bamboo shoots, cooked, boiled, drained, without salt",1.92,31.0,1.53,0.22
"Bamboo shoots, raw",5.2,71.0,2.6,0.3
"Bananas, dehydrated, or banana powder",88.28,897.0,3.89,1.81
"Bananas, raw",22.84,230.0,1.09,0.33
Baobab powder,79.65,647.5,3.69,0.47
"Barbecue loaf, pork, beef",6.4,448.5,15.84,8.9
Barley flour or meal,74.52,894.0,10.5,1.6
Barley malt flour,78.3,935.5,10.28,1.84
"Barley, hulled",73.48,917.5,12.48,2.3
"Barley, pearled, cooked",28.22,319.0,2.26,0.44
"Barley, pearled, raw",77.72,912.5,9.91,1.16
"Basil, fresh",2.65,58.5,3.15,0.64
"Beans, adzuki, mature seed, cooked, boiled, with salt",24.77,332.0,7.52,0.1
"Beans, adzuki, mature seeds, canned, sweetened",55.01,614.5,3.8,0.03
"Beans, adzuki, mature seeds, cooked, boiled, without salt",24.77,332.0,7.52,0.1
"Beans, adzuki, mature seeds, raw",62.9,853.0,19.87,0.53
"Beans, baked, canned, no salt added",20.49,271.5,4.8,0.4
"Beans, baked, canned, plain or vegetarian",21.14,243.5,4.75,0.37
"Beans, baked, canned, with beef",16.91,313.5,6.38,3.45
"Beans, baked, canned, with franks",15.39,369.0,6.75,6.57
"Beans, baked, canned, with pork",19.99,274.5,5.19,1.55
"Beans, baked, canned, with pork and sweet sauce",21.57,273.0,4.52,0.89
"Beans, baked, canned, with pork and tomato sauce",18.69,244.0,5.15,0.93
"Beans, baked, home prepared",21.63,402.0,5.54,5.15
"Beans, black turtle, mature seeds, canned",16.55,235.5,6.03,0.29
"Beans, black turtle, mature seeds, cooked, boiled, with salt",24.35,337.0,8.18,0.35
"Beans, black turtle, mature seeds, cooked, boiled, without salt",24.35,337.0,8.18,0.35
"Beans, black turtle, mature seeds, raw",63.25,878.0,21.25,0.9
"Beans, black, mature seeds, canned, low sodium",16.55,235.5,6.03,0.29
"Beans, black, mature seeds, cooked, boiled, with salt",23.71,342.0,8.86,0.54
"Beans, black, mature seeds, cooked, boiled, without salt",23.71,342.0,8.86,0.54
"Beans, black, mature seeds, raw",62.36,883.0,21.6,1.42
"Beans, chili, barbecue, ranch style, cooked",16.9,250.5,5.0,1.0
"Beans, cranberry (roman), mature seeds, canned",15.12,215.0,5.54,0.28
"Beans, cranberry (roman), mature seeds, cooked, boiled, with salt",24.46,352.5,9.34,0.46
"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",24.46,352.5,9.34,0.46
"Beans, cranberry (roman), mature seeds, raw",60.05,868.5,23.03,1.23
"Beans, fava, in pod, raw",17.63,228.0,7.92,0.73
"Beans, french, mature seeds, cooked, boiled, with salt",24.02,334.5,7.05,0.76
"Beans, french, mature seeds, cooked, boiled, without salt",24.02,334.5,7.05,0.76
"Beans, french, mature seeds, raw",64.11,889.0,18.81,2.02
"Beans, great northern, mature seeds, canned",21.02,296.5,7.37,0.39
"Beans, great northern, mature seeds, canned, low sodium",21.02,296.5,7.37,0.39
"Beans, great northern, mature seeds, cooked, boiled, with salt",21.09,306.0,8.33,0.45
"Beans, great northern, mature seeds, cooked, boiled, without salt",21.09,306.0,8.33,0.45
"Beans, great northern, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",62.37,879.0,21.86,1.14
"Beans, kidney, all types, mature seeds, canned",14.5,218.5,5.22,0.6
"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",22.8,329.5,8.67,0.5
"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",22.8,329.5,8.67,0.5
"Beans, kidney, all types, mature seeds, raw",60.01,863.0,23.58,0.83
"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",22.41,321.5,9.13,0.09
"Beans, kidney, california red, mature seeds, cooked, boiled, without salt",22.41,321.5,9.13,0.09
"Beans, kidney, california red, mature seeds, raw",59.8,855.5,24.37,0.25
"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",4.72,85.5,4.83,0.58
"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",4.72,85.5,4.83,0.58
"Beans, kidney, mature seeds, sprouted, raw",4.1,75.0,4.2,0.5
"Beans, kidney, red, mature seeds, canned, drained solids",21.49,321.5,7.98,1.05
"Beans, kidney, red, mature seeds, canned, drained solids, rinsed in tap water",20.8,313.0,8.12,0.93
"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",14.83,211.0,5.22,0.36
"Beans, kidney, red, mature seeds, canned, solids and liquids",14.83,211.0,5.22,0.36
"Beans, kidney, red, mature seeds, cooked, boiled, with salt",22.8,329.5,8.67,0.5
"Beans, kidney, red, mature seeds, cooked, boiled, without salt",22.8,329.5,8.67,0.5
"Beans, kidney, red, mature seeds, raw",61.29,872.5,22.53,1.06
"Beans, kidney, royal red, mature seeds, cooked, boiled with salt",21.85,319.0,9.49,0.17
"Beans, kidney, royal red, mature seeds, cooked, boiled, without salt",21.85,319.0,9.49,0.17
"Beans, kidney, royal red, mature seeds, raw",58.33,853.0,25.33,0.45
"Beans, liquid from stewed kidney beans",2.8,122.0,1.8,3.2
"Beans, mung, mature seeds, sprouted, canned, drained solids",2.14,30.0,1.4,0.06
"Beans, navy, mature seeds, canned",20.45,293.0,7.53,0.43
"Beans, navy, mature seeds, cooked, boiled, with salt",26.05,362.5,8.23,0.62
"Beans, navy, mature seeds, cooked, boiled, without salt",26.05,362.5,8.23,0.62
"Beans, navy, mature seeds, raw",60.75,874.0,22.33,1.5
"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",15.01,201.5,7.07,0.81
"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt",15.01,201.5,7.07,0.81
"Beans, navy, mature seeds, sprouted, raw",13.05,173.5,6.15,0.7
"Beans, pink, mature seeds, cooked, boiled, with salt",27.91,386.0,9.06,0.49
"Beans, pink, mature seeds, cooked, boiled, without salt",27.91,386.0,9.06,0.49
"Beans, pink, mature seeds, raw",64.19,889.0,20.96,1.13
"Beans, pinto, canned, drained solids",20.22,294.5,6.99,0.9
"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",30.87,420.0,9.31,0.48
"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt",30.87,420.0,9.31,0.48
"Beans, pinto, immature seeds, frozen, unprepared",32.5,440.5,9.8,0.5
"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",20.77,303.5,7.04,0.97
"Beans, pinto, mature seeds, canned, solids and liquids",15.18,213.5,4.6,0.56
"Beans, pinto, mature seeds, canned, solids and liquids, low sodium",15.18,213.5,4.6,0.56
"Beans, pinto, mature seeds, cooked, boiled, with salt",26.22,371.5,9.01,0.65
"Beans, pinto, mature seeds, cooked, boiled, without salt",26.22,371.5,9.01,0.65
"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",62.55,899.5,21.42,1.23
"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",3.5,51.0,1.86,0.32
"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",4.1,57.0,1.86,0.32
"Beans, pinto, mature seeds, sprouted, raw",11.6,160.5,5.25,0.9
"Beans, shellie, canned, solids and liquids",6.19,78.0,1.76,0.19
"Beans, small white, mature seeds, cooked, boiled, with salt",25.81,368.0,8.97,0.64
"Beans, small white, mature seeds, cooked, boiled, without salt",25.81,368.0,8.97,0.64
"Beans, small white, mature seeds, raw",62.25,871.0,21.11,1.18
"Beans, snap, canned, all styles, seasoned, solids and liquids",3.49,41.5,0.83,0.2
"Beans, snap, green, canned, no salt added, drained solids",4.32,57.0,1.12,0.46
"Beans, snap, green, canned, no salt added, solids and liquids",3.5,39.5,0.8,0.1
"Beans, snap, green, canned, regular pack, drained solids",4.19,54.5,1.05,0.41
"Beans, snap, green, canned, regular pack, solids and liquids",3.27,38.5,0.72,0.17
"Beans, snap, green, cooked, boiled, drained, with salt",7.88,91.0,1.89,0.28
"Beans, snap, green, cooked, boiled, drained, without salt",7.88,91.0,1.89,0.28
"Beans, snap, green, frozen, all styles, microwaved",6.98,86.0,1.98,0.41
"Beans, snap, green, frozen, all styles, unprepared (Includes foods for USDA's Food Distribution Program)",7.54,85.5,1.79,0.21
"Beans, snap, green, frozen, cooked, boiled, drained without salt",6.45,72.5,1.49,0.17
"Beans, snap, green, frozen, cooked, boiled, drained, with salt",6.45,72.5,1.49,0.17
"Beans, snap, green, microwaved",6.41,85.0,2.31,0.5
"Beans, snap, green, raw",6.97,81.0,1.83,0.22
"Beans, snap, yellow, canned, no salt added, drained solids",4.5,52.0,1.15,0.1
"Beans, snap, yellow, canned, no salt added, solids and liquids",3.5,39.0,0.8,0.1
"Beans, snap, yellow, canned, regular pack, drained solids",4.5,52.0,1.15,0.1
"Beans, snap, yellow, canned, regular pack, solids and liquids",3.5,39.0,0.8,0.1
"Beans, snap, yellow, cooked, boiled, drained, with salt",7.88,91.0,1.89,0.28
"Beans, snap, yellow, cooked, boiled, drained, without salt",7.88,91.0,1.89,0.28
"Beans, snap, yellow, frozen, all styles, unprepared",7.58,86.0,1.8,0.21
"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt",6.45,72.5,1.49,0.17
"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",6.45,72.5,1.49,0.17
"Beans, snap, yellow, raw",7.13,80.0,1.82,0.12
"Beans, white, mature seeds, canned",21.2,295.5,7.26,0.29
"Beans, white, mature seeds, cooked, boiled, with salt",25.09,360.0,9.73,0.35
"Beans, white, mature seeds, cooked, boiled, without salt",25.09,360.0,9.73,0.35
"Beans, white, mature seeds, raw",60.27,863.0,23.36,0.85
"Beans, yellow, mature seeds, cooked, boiled, with salt",25.28,372.5,9.16,1.08
"Beans, yellow, mature seeds, cooked, boiled, without salt",25.28,372.5,9.16,1.08
"Beans, yellow, mature seeds, raw",60.7,894.0,22.0,2.6
"Bear, black, meat (Alaska Native)",0.0,402.0,20.1,8.3
"Bear, polar, meat, raw (Alaska Native)",0.0,337.5,25.6,3.1
"Beef Pot Pie, frozen entree, prepared",22.05,569.5,7.25,11.39
"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked",0.0,526.5,28.73,9.16
"Beef macaroni with tomato sauce, frozen entree, reduced fat",17.99,294.0,5.89,1.96
"Beef stew, canned entree",7.85,256.0,4.41,5.53
"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 4/5, raw",0.0,1544.0,6.54,63.27
"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw",0.97,1655.5,5.54,68.07
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",0.0,533.0,19.71,14.09
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",0.58,643.5,18.5,19.11
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",0.0,496.0,20.19,12.3
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",0.57,615.0,18.87,17.73
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",0.12,749.5,17.67,24.2
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",0.2,577.0,20.15,15.69
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",0.13,857.0,16.92,29.15
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",0.14,1016.0,14.58,36.98
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",0.0,822.0,17.07,27.64
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",0.28,1047.0,14.54,38.3
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",0.0,606.0,20.35,16.93
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 9, raw",0.46,855.0,17.61,28.61
"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 4/5, raw",0.0,1539.0,6.0,63.3
"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw",0.0,1624.5,5.16,67.33
"Beef, Australian, imported, grass-fed,  external fat, raw",0.39,1319.5,11.32,51.36
"Beef, Australian, imported, grass-fed, ground, 85% lean / 15% fat, raw",0.0,620.0,17.72,18.12
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",0.01,391.0,20.53,7.63
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",0.0,358.5,20.85,6.11
"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw",0.11,515.0,19.9,13.17
